"","X","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","uri","analysis_url"
"132",39,"3IcIIZMMS7UArJJPtEHXG8",0.742,0.471,1,-5.513,1,0.0695,0.0517,0,0.862,0.39,86.467,242200,4,"spotify:track:3IcIIZMMS7UArJJPtEHXG8","https://api.spotify.com/v1/audio-analysis/3IcIIZMMS7UArJJPtEHXG8"
"133",40,"3tvWMBIblzT5FSjKtIeRR1",0.68,0.687,9,-6.162,0,0.0709,0.0161,0,0.261,0.458,150.053,249533,4,"spotify:track:3tvWMBIblzT5FSjKtIeRR1","https://api.spotify.com/v1/audio-analysis/3tvWMBIblzT5FSjKtIeRR1"
"134",41,"6Hn9Uc1mMNfqChXU3txNke",0.729,0.652,0,-5.277,1,0.0311,0.652,0,0.115,0.696,129.987,254533,4,"spotify:track:6Hn9Uc1mMNfqChXU3txNke","https://api.spotify.com/v1/audio-analysis/6Hn9Uc1mMNfqChXU3txNke"
"135",42,"7kMfu3KUydmrFVGEAhjtyl",0.594,0.874,0,-3.716,1,0.0815,0.0116,0,0.549,0.633,119.964,196413,4,"spotify:track:7kMfu3KUydmrFVGEAhjtyl","https://api.spotify.com/v1/audio-analysis/7kMfu3KUydmrFVGEAhjtyl"
"136",43,"1kxeWHF9PrCVZHvVskv8lg",0.756,0.529,1,-7.659,0,0.0329,0.0539,0.392,0.112,0.119,119.573,270307,4,"spotify:track:1kxeWHF9PrCVZHvVskv8lg","https://api.spotify.com/v1/audio-analysis/1kxeWHF9PrCVZHvVskv8lg"
"137",44,"6qYGUxPjQt5PJtWdiNppZx",0.535,0.886,11,-3.106,1,0.045,0.000304,2.26e-06,0.257,0.432,126.012,215160,4,"spotify:track:6qYGUxPjQt5PJtWdiNppZx","https://api.spotify.com/v1/audio-analysis/6qYGUxPjQt5PJtWdiNppZx"
"138",45,"6Rb0ptOEjBjPPQUlQtQGbL",0.851,0.629,1,-8.385,1,0.175,0.00705,0.000372,0.0746,0.771,125.984,237640,4,"spotify:track:6Rb0ptOEjBjPPQUlQtQGbL","https://api.spotify.com/v1/audio-analysis/6Rb0ptOEjBjPPQUlQtQGbL"
"139",46,"4dK00wCxlqWEeN8BoM1BHT",0.674,0.879,6,-2.573,0,0.174,0.0887,0,0.11,0.411,84.08,297520,4,"spotify:track:4dK00wCxlqWEeN8BoM1BHT","https://api.spotify.com/v1/audio-analysis/4dK00wCxlqWEeN8BoM1BHT"
"140",47,"26NX1wPt1TRCH536yocd6i",0.632,0.518,6,-6.126,1,0.0313,0.107,0,0.354,0.45,90.007,249147,4,"spotify:track:26NX1wPt1TRCH536yocd6i","https://api.spotify.com/v1/audio-analysis/26NX1wPt1TRCH536yocd6i"
"141",48,"1jEtDqwYCKpR0mlrMrrITx",0.67,0.582,1,-4.767,1,0.0672,0.00329,3.67e-06,0.174,0.0929,159.937,247800,4,"spotify:track:1jEtDqwYCKpR0mlrMrrITx","https://api.spotify.com/v1/audio-analysis/1jEtDqwYCKpR0mlrMrrITx"
"142",49,"4mYd9FQyU5eekDJyVeIRgS",0.746,0.61,5,-4.236,1,0.033,0.0783,0,0.251,0.516,111.567,218387,4,"spotify:track:4mYd9FQyU5eekDJyVeIRgS","https://api.spotify.com/v1/audio-analysis/4mYd9FQyU5eekDJyVeIRgS"
"143",50,"06T10fEzN8ZCcqzQZYA184",0.536,0.89,0,-5.222,1,0.0601,0.000354,0.00165,0.133,0.195,115.998,252653,4,"spotify:track:06T10fEzN8ZCcqzQZYA184","https://api.spotify.com/v1/audio-analysis/06T10fEzN8ZCcqzQZYA184"
"144",51,"2tAtg37styBgPSHzKnJQYB",0.591,0.841,6,-4.498,1,0.0375,0.00971,0,0.262,0.76,138.037,231560,4,"spotify:track:2tAtg37styBgPSHzKnJQYB","https://api.spotify.com/v1/audio-analysis/2tAtg37styBgPSHzKnJQYB"
"145",52,"3FF6jZY1wDHXJUUN18qsLx",0.758,0.688,5,-3.918,0,0.0478,0.12,0,0.0904,0.368,114.93,208320,4,"spotify:track:3FF6jZY1wDHXJUUN18qsLx","https://api.spotify.com/v1/audio-analysis/3FF6jZY1wDHXJUUN18qsLx"
"146",53,"7rv0UuxMX7CpUUwEE1jVrd",0.739,0.938,0,-4.446,0,0.0868,0.131,0,0.124,0.65,130.018,312987,4,"spotify:track:7rv0UuxMX7CpUUwEE1jVrd","https://api.spotify.com/v1/audio-analysis/7rv0UuxMX7CpUUwEE1jVrd"
"147",54,"1mea3bSkSGXuIRvnydlB5b",0.485,0.619,5,-7.115,0,0.0289,0.0941,3.31e-06,0.109,0.424,138.017,242373,4,"spotify:track:1mea3bSkSGXuIRvnydlB5b","https://api.spotify.com/v1/audio-analysis/1mea3bSkSGXuIRvnydlB5b"
"148",55,"1ARJhjuI6TNYZCxYygFQ4F",0.816,0.851,8,-4.166,0,0.19,0.283,0,0.543,0.558,137.968,240747,4,"spotify:track:1ARJhjuI6TNYZCxYygFQ4F","https://api.spotify.com/v1/audio-analysis/1ARJhjuI6TNYZCxYygFQ4F"
"149",56,"1Nme6K1PYAh7p7uygyuRdf",0.613,0.634,2,-3.472,1,0.0339,0.0178,0,0.0719,0.368,144.953,241348,4,"spotify:track:1Nme6K1PYAh7p7uygyuRdf","https://api.spotify.com/v1/audio-analysis/1Nme6K1PYAh7p7uygyuRdf"
"150",57,"34ceTg8ChN5HjrqiIYCn9Q",0.668,0.697,1,-5.586,1,0.122,0.488,0,0.183,0.714,171.884,232000,4,"spotify:track:34ceTg8ChN5HjrqiIYCn9Q","https://api.spotify.com/v1/audio-analysis/34ceTg8ChN5HjrqiIYCn9Q"
"151",58,"3DamFFqW32WihKkTVlwTYQ",0.591,0.649,3,-6.72,1,0.0417,0.0294,0,0.133,0.482,90.002,228347,4,"spotify:track:3DamFFqW32WihKkTVlwTYQ","https://api.spotify.com/v1/audio-analysis/3DamFFqW32WihKkTVlwTYQ"
"152",59,"6Wx88Mv6b9ofjKMKkdwOJd",0.493,0.808,5,-3.365,0,0.0362,0.000235,0,0.0983,0.369,117.971,268613,4,"spotify:track:6Wx88Mv6b9ofjKMKkdwOJd","https://api.spotify.com/v1/audio-analysis/6Wx88Mv6b9ofjKMKkdwOJd"
"153",60,"5sra5UY6sD658OabHL3QtI",0.479,0.368,6,-7.784,1,0.0341,0.739,4.1e-05,0.118,0.115,92.959,216480,4,"spotify:track:5sra5UY6sD658OabHL3QtI","https://api.spotify.com/v1/audio-analysis/5sra5UY6sD658OabHL3QtI"
"154",61,"04Sl2hULaCVM7Iw8kzXPHN",0.481,0.779,3,-3.81,1,0.031,0.00853,0,0.0993,0.14,96.029,269693,4,"spotify:track:04Sl2hULaCVM7Iw8kzXPHN","https://api.spotify.com/v1/audio-analysis/04Sl2hULaCVM7Iw8kzXPHN"
"155",62,"4cS2HQ6jK80vqdY9ofpztx",0.865,0.69,7,-7.448,1,0.0444,0.289,0.0138,0.225,0.869,121.983,188867,4,"spotify:track:4cS2HQ6jK80vqdY9ofpztx","https://api.spotify.com/v1/audio-analysis/4cS2HQ6jK80vqdY9ofpztx"
"156",63,"4UP5HP7IAnNdxD01g1lzQp",0.44,0.517,0,-7.355,1,0.363,0.428,0,0.173,0.486,73.881,249027,4,"spotify:track:4UP5HP7IAnNdxD01g1lzQp","https://api.spotify.com/v1/audio-analysis/4UP5HP7IAnNdxD01g1lzQp"
"157",64,"1FKxKGONukVFXWVJxAKmlz",0.694,0.825,1,-5.986,1,0.111,0.0895,1.86e-05,0.0618,0.776,121.949,208067,4,"spotify:track:1FKxKGONukVFXWVJxAKmlz","https://api.spotify.com/v1/audio-analysis/1FKxKGONukVFXWVJxAKmlz"
"158",65,"2Cyab0ISyJABtu99wgjBKz",0.482,0.769,4,-9.395,0,0.355,0.00232,0,0.469,0.702,76.301,290853,4,"spotify:track:2Cyab0ISyJABtu99wgjBKz","https://api.spotify.com/v1/audio-analysis/2Cyab0ISyJABtu99wgjBKz"
"159",66,"1le5KVGTF1xWf2aUj7ruLy",0.648,0.825,4,-6.395,1,0.0268,0.137,0,0.115,0.65,117.038,215547,4,"spotify:track:1le5KVGTF1xWf2aUj7ruLy","https://api.spotify.com/v1/audio-analysis/1le5KVGTF1xWf2aUj7ruLy"
"160",67,"5iyKbjiCVHS7YaMjuvPOeo",0.698,0.472,2,-7.198,1,0.0658,0.553,3.24e-05,0.104,0.0479,90.006,198018,4,"spotify:track:5iyKbjiCVHS7YaMjuvPOeo","https://api.spotify.com/v1/audio-analysis/5iyKbjiCVHS7YaMjuvPOeo"
"161",68,"1YPfmWeMqn7OoguNcfqzaK",0.474,0.93,3,-4.225,1,0.0378,0.000118,0,0.0903,0.58,89.937,248133,4,"spotify:track:1YPfmWeMqn7OoguNcfqzaK","https://api.spotify.com/v1/audio-analysis/1YPfmWeMqn7OoguNcfqzaK"
"162",69,"6c0GmyBsE7mQtrVvxJaWc3",0.852,0.559,11,-7.441,0,0.0376,0.165,0,0.0761,0.693,86.018,231573,4,"spotify:track:6c0GmyBsE7mQtrVvxJaWc3","https://api.spotify.com/v1/audio-analysis/6c0GmyBsE7mQtrVvxJaWc3"
"163",70,"20X9OeC606XNwEtDBOym5u",0.44,0.976,10,-3.17,1,0.141,0.00177,3.39e-06,0.16,0.433,150.005,226707,4,"spotify:track:20X9OeC606XNwEtDBOym5u","https://api.spotify.com/v1/audio-analysis/20X9OeC606XNwEtDBOym5u"
"164",71,"1akgiRM3mN2nxu2AX6ACCW",0.708,0.815,8,-4.044,1,0.25,0.107,0,0.326,0.656,86.493,241933,4,"spotify:track:1akgiRM3mN2nxu2AX6ACCW","https://api.spotify.com/v1/audio-analysis/1akgiRM3mN2nxu2AX6ACCW"
"165",72,"2hdy9Wt9qp7M7d0U3ossu2",0.717,0.587,4,-7.296,0,0.0339,0.0192,0,0.0523,0.544,129.954,216520,4,"spotify:track:2hdy9Wt9qp7M7d0U3ossu2","https://api.spotify.com/v1/audio-analysis/2hdy9Wt9qp7M7d0U3ossu2"
"166",73,"1YWM2rkA6Aqto0v08edz44",0.616,0.596,4,-5.035,1,0.0289,0.654,0,0.218,0.591,137.077,204200,4,"spotify:track:1YWM2rkA6Aqto0v08edz44","https://api.spotify.com/v1/audio-analysis/1YWM2rkA6Aqto0v08edz44"
"167",74,"2VOomzT6VavJOGBeySqaMc",0.706,0.794,11,-4.321,0,0.0568,0.11,0,0.276,0.745,124.93,238627,4,"spotify:track:2VOomzT6VavJOGBeySqaMc","https://api.spotify.com/v1/audio-analysis/2VOomzT6VavJOGBeySqaMc"
"168",75,"64yrDBpcdwEdNY9loyEGbX",0.268,0.742,5,-4.939,1,0.0355,0.0518,0,0.626,0.413,159.779,321093,4,"spotify:track:64yrDBpcdwEdNY9loyEGbX","https://api.spotify.com/v1/audio-analysis/64yrDBpcdwEdNY9loyEGbX"
"169",76,"6ATrsVaZT7XjkCynxM8cTS",0.468,0.673,11,-3.045,1,0.0311,0.00111,0,0.41,0.419,150.093,206333,4,"spotify:track:6ATrsVaZT7XjkCynxM8cTS","https://api.spotify.com/v1/audio-analysis/6ATrsVaZT7XjkCynxM8cTS"
"170",77,"4I7l40CRYeSWEQ5CVyLt7w",0.802,0.731,8,-4.317,1,0.19,0.136,0,0.102,0.977,157.145,38560,4,"spotify:track:4I7l40CRYeSWEQ5CVyLt7w","https://api.spotify.com/v1/audio-analysis/4I7l40CRYeSWEQ5CVyLt7w"
"171",78,"4dGJf1SER1T6ooX46vwzRB",0.566,0.713,6,-4.25,1,0.0417,0.645,0,0.114,0.791,169.864,238147,4,"spotify:track:4dGJf1SER1T6ooX46vwzRB","https://api.spotify.com/v1/audio-analysis/4dGJf1SER1T6ooX46vwzRB"
"172",79,"5Ssv6DaKrW0HczVqx6zXdl",0.875,0.551,6,-6.744,0,0.317,0.0488,0.00728,0.0537,0.855,146.092,200613,4,"spotify:track:5Ssv6DaKrW0HczVqx6zXdl","https://api.spotify.com/v1/audio-analysis/5Ssv6DaKrW0HczVqx6zXdl"
"173",80,"3XKbdb9GB6u3hsnUklQTav",0.493,0.643,0,-5.19,1,0.0299,0.512,2.42e-05,0.209,0.292,144.717,321640,4,"spotify:track:3XKbdb9GB6u3hsnUklQTav","https://api.spotify.com/v1/audio-analysis/3XKbdb9GB6u3hsnUklQTav"
"174",81,"3LtwmK1OfN0dGs9jf3qSjn",0.555,0.924,7,-4.93,1,0.0604,0.0159,0,0.075,0.858,87.606,280000,4,"spotify:track:3LtwmK1OfN0dGs9jf3qSjn","https://api.spotify.com/v1/audio-analysis/3LtwmK1OfN0dGs9jf3qSjn"
"175",82,"4GEEixNkGl7ySoY71E009f",0.293,0.761,9,-4.394,0,0.0491,0.381,3.69e-05,0.186,0.364,173.92,254533,3,"spotify:track:4GEEixNkGl7ySoY71E009f","https://api.spotify.com/v1/audio-analysis/4GEEixNkGl7ySoY71E009f"
"176",83,"1Z4UKak2eNteHFZkwiYPNz",0.831,0.233,2,-12.227,0,0.439,0.283,0,0.192,0.508,159.827,217613,4,"spotify:track:1Z4UKak2eNteHFZkwiYPNz","https://api.spotify.com/v1/audio-analysis/1Z4UKak2eNteHFZkwiYPNz"
"177",84,"2YVCkTYJpv5jelYrHYoEG8",0.656,0.786,3,-4.451,1,0.034,0.163,5.99e-05,0.124,0.39,113.963,256013,4,"spotify:track:2YVCkTYJpv5jelYrHYoEG8","https://api.spotify.com/v1/audio-analysis/2YVCkTYJpv5jelYrHYoEG8"
"178",85,"3FQ26GroLnhQEja48FKYqT",0.597,0.733,9,-7.768,1,0.101,0.0151,2.09e-05,0.081,0.242,128.918,234662,4,"spotify:track:3FQ26GroLnhQEja48FKYqT","https://api.spotify.com/v1/audio-analysis/3FQ26GroLnhQEja48FKYqT"
"179",86,"5sC1qOC9QclptSIE2Zx7fz",0.654,0.682,5,-5.017,1,0.0253,0.263,0.000455,0.134,0.392,141.96,231507,4,"spotify:track:5sC1qOC9QclptSIE2Zx7fz","https://api.spotify.com/v1/audio-analysis/5sC1qOC9QclptSIE2Zx7fz"
"180",87,"4o8STNAL91xc7EvuvqSKk1",0.686,0.576,1,-6.632,1,0.0284,0.443,1.7e-05,0.212,0.722,83.971,208213,4,"spotify:track:4o8STNAL91xc7EvuvqSKk1","https://api.spotify.com/v1/audio-analysis/4o8STNAL91xc7EvuvqSKk1"
"181",88,"7fkXzzIVo98CgjOkpd9H0V",0.447,0.206,3,-11.75,1,0.0519,0.956,4.56e-06,0.107,0.324,66.734,240791,4,"spotify:track:7fkXzzIVo98CgjOkpd9H0V","https://api.spotify.com/v1/audio-analysis/7fkXzzIVo98CgjOkpd9H0V"
"182",89,"0e8CxZ3UlZIIV3ZRkzHN34",0.747,0.383,8,-12.404,0,0.0398,0.367,0,0.179,0.507,112.445,252853,3,"spotify:track:0e8CxZ3UlZIIV3ZRkzHN34","https://api.spotify.com/v1/audio-analysis/0e8CxZ3UlZIIV3ZRkzHN34"
"183",90,"0nnxf8p851ZR49KFnGWVsB",0.743,0.981,5,-4.347,0,0.0899,0.0368,1.17e-06,0.178,0.949,93.003,235760,4,"spotify:track:0nnxf8p851ZR49KFnGWVsB","https://api.spotify.com/v1/audio-analysis/0nnxf8p851ZR49KFnGWVsB"
"184",91,"7LufXm3AnMJ8xNaAOzXZRJ",0.773,0.752,11,-7.007,1,0.168,0.0132,0,0.0945,0.433,119.993,208065,4,"spotify:track:7LufXm3AnMJ8xNaAOzXZRJ","https://api.spotify.com/v1/audio-analysis/7LufXm3AnMJ8xNaAOzXZRJ"
"185",92,"3yUJKPsjvThlcQWTS9ttYx",0.367,0.771,9,-5.863,1,0.106,0.365,1.47e-06,0.0965,0.171,115.917,225862,4,"spotify:track:3yUJKPsjvThlcQWTS9ttYx","https://api.spotify.com/v1/audio-analysis/3yUJKPsjvThlcQWTS9ttYx"
"186",93,"57uX2vR9j9DNiANDYfXw1i",0.23,0.492,8,-5.767,1,0.0317,0.568,8.18e-06,0.176,0.254,160.139,256613,4,"spotify:track:57uX2vR9j9DNiANDYfXw1i","https://api.spotify.com/v1/audio-analysis/57uX2vR9j9DNiANDYfXw1i"
"187",1,"5OMwQFBcte0aWFJFqrr5oj",0.755,0.832,2,-2.741,0,0.116,0.0746,1.27e-06,0.291,0.719,120.032,199693,4,"spotify:track:5OMwQFBcte0aWFJFqrr5oj","https://api.spotify.com/v1/audio-analysis/5OMwQFBcte0aWFJFqrr5oj"
"188",2,"11EX5yhxr9Ihl3IN1asrfK",0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.225,107.943,277573,4,"spotify:track:11EX5yhxr9Ihl3IN1asrfK","https://api.spotify.com/v1/audio-analysis/11EX5yhxr9Ihl3IN1asrfK"
"189",3,"0KpfYajJVVGgQ32Dby7e9i",0.675,0.885,1,-4.432,0,0.0436,0.217,0,0.086,0.775,97.03,216667,4,"spotify:track:0KpfYajJVVGgQ32Dby7e9i","https://api.spotify.com/v1/audio-analysis/0KpfYajJVVGgQ32Dby7e9i"
"190",4,"6tS3XVuOyu10897O3ae7bi",0.791,0.754,0,-3.729,1,0.0569,0.00446,0,0.163,0.417,125.014,234653,4,"spotify:track:6tS3XVuOyu10897O3ae7bi","https://api.spotify.com/v1/audio-analysis/6tS3XVuOyu10897O3ae7bi"
"191",5,"3r04p85xiJh9Wqk59YDYdc",0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.324,129.998,269493,4,"spotify:track:3r04p85xiJh9Wqk59YDYdc","https://api.spotify.com/v1/audio-analysis/3r04p85xiJh9Wqk59YDYdc"
"192",6,"6lV2MSQmRIkycDScNtrBXO",0.66,0.867,6,-4.285,0,0.116,0.11,0,0.0368,0.376,93.033,180480,4,"spotify:track:6lV2MSQmRIkycDScNtrBXO","https://api.spotify.com/v1/audio-analysis/6lV2MSQmRIkycDScNtrBXO"
"193",7,"15JINEqzVMv3SvJTAXAKED",0.647,0.924,10,-4.957,1,0.33,0.25,0,0.519,0.608,173.962,263373,4,"spotify:track:15JINEqzVMv3SvJTAXAKED","https://api.spotify.com/v1/audio-analysis/15JINEqzVMv3SvJTAXAKED"
"194",8,"5P5cGNzqh6A353N3ShDK6Y",0.697,0.921,0,-3.75,1,0.0391,0.00305,3.65e-05,0.0831,0.72,118.99,294573,4,"spotify:track:5P5cGNzqh6A353N3ShDK6Y","https://api.spotify.com/v1/audio-analysis/5P5cGNzqh6A353N3ShDK6Y"
"195",9,"1DqdF42leyFIzqNDv9CjId",0.75,0.78,4,-3.155,1,0.0898,0.00622,0,0.0263,0.819,119.985,203867,4,"spotify:track:1DqdF42leyFIzqNDv9CjId","https://api.spotify.com/v1/audio-analysis/1DqdF42leyFIzqNDv9CjId"
"196",10,"1CdqVF1ywD0ZO1zXtB9yWa",0.663,0.892,8,-4.759,1,0.0287,0.00232,0,0.115,0.62,122.025,186267,4,"spotify:track:1CdqVF1ywD0ZO1zXtB9yWa","https://api.spotify.com/v1/audio-analysis/1CdqVF1ywD0ZO1zXtB9yWa"
"197",11,"59dLtGBS26x7kc0rHbaPrq",0.688,0.853,10,-5.814,1,0.0493,0.386,0,0.0862,0.734,103.993,268320,4,"spotify:track:59dLtGBS26x7kc0rHbaPrq","https://api.spotify.com/v1/audio-analysis/59dLtGBS26x7kc0rHbaPrq"
"198",12,"4nVyHATevhl5RC6Qmoko5H",0.659,0.935,10,-2.739,0,0.107,0.0253,0,0.0653,0.726,129.048,231787,4,"spotify:track:4nVyHATevhl5RC6Qmoko5H","https://api.spotify.com/v1/audio-analysis/4nVyHATevhl5RC6Qmoko5H"
"199",13,"3iL2l5gUqyPS6vDwJFgJTR",0.732,0.659,8,-6.089,1,0.225,0.109,0,0.141,0.571,148.001,288133,4,"spotify:track:3iL2l5gUqyPS6vDwJFgJTR","https://api.spotify.com/v1/audio-analysis/3iL2l5gUqyPS6vDwJFgJTR"
"200",14,"0TyOpxlWwDx98bjkIVHUgY",0.762,0.748,0,-4.15,0,0.033,0.0266,0,0.348,0.837,110.009,199027,4,"spotify:track:0TyOpxlWwDx98bjkIVHUgY","https://api.spotify.com/v1/audio-analysis/0TyOpxlWwDx98bjkIVHUgY"
"201",15,"60jzFy6Nn4M0iD1d94oteF",0.564,0.758,3,-4.404,0,0.186,0.118,0,0.0992,0.788,173.898,222920,4,"spotify:track:60jzFy6Nn4M0iD1d94oteF","https://api.spotify.com/v1/audio-analysis/60jzFy6Nn4M0iD1d94oteF"
"202",16,"1IaYWv32nFFMdljBIjMY5T",0.827,0.821,3,-5.864,1,0.0419,0.00748,0.0015,0.115,0.699,122.017,220627,4,"spotify:track:1IaYWv32nFFMdljBIjMY5T","https://api.spotify.com/v1/audio-analysis/1IaYWv32nFFMdljBIjMY5T"
"203",17,"7BqBn9nzAq8spo5e7cZ0dJ",0.637,0.843,5,-5.413,1,0.0432,0.0151,0,0.0876,0.441,109.012,220733,4,"spotify:track:7BqBn9nzAq8spo5e7cZ0dJ","https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ"
"204",18,"2V4bv1fNWfTcyRJKmej6Sj",0.768,0.82,7,-4.63,0,0.0475,0.179,0,0.704,0.625,129.969,213293,4,"spotify:track:2V4bv1fNWfTcyRJKmej6Sj","https://api.spotify.com/v1/audio-analysis/2V4bv1fNWfTcyRJKmej6Sj"
"205",19,"5sra5UY6sD658OabHL3QtI",0.479,0.368,6,-7.784,1,0.0341,0.739,4.1e-05,0.118,0.115,92.959,216480,4,"spotify:track:5sra5UY6sD658OabHL3QtI","https://api.spotify.com/v1/audio-analysis/5sra5UY6sD658OabHL3QtI"
"206",20,"5tXyNhNcsnn7HbcABntOSf",0.666,0.878,7,-2.85,0,0.0973,0.03,0,0.0828,0.67,119.932,222160,4,"spotify:track:5tXyNhNcsnn7HbcABntOSf","https://api.spotify.com/v1/audio-analysis/5tXyNhNcsnn7HbcABntOSf"
"207",21,"2M9ULmQwTaTGmAdXaXpfz5",0.633,0.673,6,-6.403,0,0.258,0.297,0,0.206,0.651,86.776,211160,4,"spotify:track:2M9ULmQwTaTGmAdXaXpfz5","https://api.spotify.com/v1/audio-analysis/2M9ULmQwTaTGmAdXaXpfz5"
"208",22,"7Ie9W94M7OjPoZVV216Xus",0.851,0.95,0,-1.097,0,0.269,0.513,0,0.222,0.671,114.661,248133,5,"spotify:track:7Ie9W94M7OjPoZVV216Xus","https://api.spotify.com/v1/audio-analysis/7Ie9W94M7OjPoZVV216Xus"
"209",23,"5vlEg2fT4cFWAqU5QptIpQ",0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.189,91.031,182307,4,"spotify:track:5vlEg2fT4cFWAqU5QptIpQ","https://api.spotify.com/v1/audio-analysis/5vlEg2fT4cFWAqU5QptIpQ"
"210",24,"4MKzCHlZvkwJOQRNkdw4zq",0.811,0.654,11,-4.99,0,0.0508,0.055,0.000941,0.0997,0.744,129.999,195853,4,"spotify:track:4MKzCHlZvkwJOQRNkdw4zq","https://api.spotify.com/v1/audio-analysis/4MKzCHlZvkwJOQRNkdw4zq"
"211",25,"38xWaVFKaxZlMFvzNff2aW",0.63,0.698,10,-4.51,1,0.0244,0.173,0,0.0789,0.518,94.023,261427,4,"spotify:track:38xWaVFKaxZlMFvzNff2aW","https://api.spotify.com/v1/audio-analysis/38xWaVFKaxZlMFvzNff2aW"
"212",26,"4AboqNl74jNDpJhPfqYDmj",0.829,0.607,1,-3.876,1,0.0897,0.0049,0,0.0986,0.767,120.044,187067,4,"spotify:track:4AboqNl74jNDpJhPfqYDmj","https://api.spotify.com/v1/audio-analysis/4AboqNl74jNDpJhPfqYDmj"
"213",27,"4vp2J1l5RD4gMZwGFLfRAu",0.741,0.748,0,-6.299,1,0.0264,0.0823,0,0.34,0.616,127.965,289133,4,"spotify:track:4vp2J1l5RD4gMZwGFLfRAu","https://api.spotify.com/v1/audio-analysis/4vp2J1l5RD4gMZwGFLfRAu"
"214",28,"3DamFFqW32WihKkTVlwTYQ",0.591,0.649,3,-6.72,1,0.0417,0.0294,0,0.133,0.482,90.002,228347,4,"spotify:track:3DamFFqW32WihKkTVlwTYQ","https://api.spotify.com/v1/audio-analysis/3DamFFqW32WihKkTVlwTYQ"
"215",29,"2fQ6sBFWaLv2Gxos4igHLy",0.724,0.87,1,-3.614,0,0.113,0.00453,0,0.833,0.8,93.01,207547,4,"spotify:track:2fQ6sBFWaLv2Gxos4igHLy","https://api.spotify.com/v1/audio-analysis/2fQ6sBFWaLv2Gxos4igHLy"
"216",30,"4BycRneKmOs6MhYG9THsuX",0.623,0.598,6,-5.914,0,0.167,0.0246,0,0.0324,0.814,96.081,208947,4,"spotify:track:4BycRneKmOs6MhYG9THsuX","https://api.spotify.com/v1/audio-analysis/4BycRneKmOs6MhYG9THsuX"
"217",31,"15pu8u4n3q4BKl4tF20c5v",0.632,0.789,11,-6.61,0,0.0557,0.00043,0.00144,0.356,0.352,98.986,274213,4,"spotify:track:15pu8u4n3q4BKl4tF20c5v","https://api.spotify.com/v1/audio-analysis/15pu8u4n3q4BKl4tF20c5v"
"218",32,"7ksYJ95P5vP87A0GH34CIk",0.442,0.83,9,-4.02,1,0.146,0.128,0,0.129,0.59,89.338,215747,4,"spotify:track:7ksYJ95P5vP87A0GH34CIk","https://api.spotify.com/v1/audio-analysis/7ksYJ95P5vP87A0GH34CIk"
"219",33,"3ZdJffjzJWFimSQyxgGIxN",0.554,0.764,1,-6.129,1,0.031,0.0413,0,0.123,0.0945,90,237800,4,"spotify:track:3ZdJffjzJWFimSQyxgGIxN","https://api.spotify.com/v1/audio-analysis/3ZdJffjzJWFimSQyxgGIxN"
"220",34,"1WtTLtofvcjQM3sXSMkDdX",0.56,0.494,1,-6.935,1,0.111,0.00293,0,0.219,0.365,144.004,201587,4,"spotify:track:1WtTLtofvcjQM3sXSMkDdX","https://api.spotify.com/v1/audio-analysis/1WtTLtofvcjQM3sXSMkDdX"
"221",35,"4DvhkX2ic4zWkQeWMwQ2qf",0.352,0.843,7,-7.983,0,0.482,0.00738,0,0.0883,0.716,165.29,216893,5,"spotify:track:4DvhkX2ic4zWkQeWMwQ2qf","https://api.spotify.com/v1/audio-analysis/4DvhkX2ic4zWkQeWMwQ2qf"
"222",36,"2DHc2e5bBn4UzY0ENVFrUl",0.478,0.569,10,-6.764,0,0.148,0.117,0.0669,0.248,0.265,95.988,232467,4,"spotify:track:2DHc2e5bBn4UzY0ENVFrUl","https://api.spotify.com/v1/audio-analysis/2DHc2e5bBn4UzY0ENVFrUl"
"223",37,"4fIWvT19w9PR0VVBuPYpWA",0.615,0.733,8,-4.808,1,0.0335,0.152,0,0.109,0.803,122.58,244587,4,"spotify:track:4fIWvT19w9PR0VVBuPYpWA","https://api.spotify.com/v1/audio-analysis/4fIWvT19w9PR0VVBuPYpWA"
"224",38,"0xcl9XT60Siji6CSG4y6nb",0.623,0.882,0,-2.574,1,0.0322,0.0205,0,0.194,0.523,127.98,232616,4,"spotify:track:0xcl9XT60Siji6CSG4y6nb","https://api.spotify.com/v1/audio-analysis/0xcl9XT60Siji6CSG4y6nb"
"225",39,"7LP4Es66zdY7CyjepqmvAg",0.663,0.693,11,-4.505,0,0.0311,0.0149,0,0.0778,0.696,66.002,212107,4,"spotify:track:7LP4Es66zdY7CyjepqmvAg","https://api.spotify.com/v1/audio-analysis/7LP4Es66zdY7CyjepqmvAg"
"226",40,"6lUY6MoqGgPnA27PHYxem5",0.686,0.898,3,-2.72,0,0.052,0.000698,4.61e-05,0.0721,0.678,122.985,205733,4,"spotify:track:6lUY6MoqGgPnA27PHYxem5","https://api.spotify.com/v1/audio-analysis/6lUY6MoqGgPnA27PHYxem5"
